Timestamp,SubjectID,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,ActivityLabel,IsFallEvent
2026-08-20T10:00:00Z,KU_HAR-SUBJ-01,-0.2822,9.6775,-0.0005,-0.0049,0.0627,-0.0737,walk,0
2026-08-20T10:00:01Z,KU_HAR-SUBJ-01,-0.0013,9.4643,0.2375,0.0573,0.0127,-0.0316,walk,0
2026-08-20T10:00:02Z,KU_HAR-SUBJ-01,0.2173,10.2144,-0.0423,0.0913,0.0345,0.0096,walk,0
2026-08-20T10:00:03Z,KU_HAR-SUBJ-01,0.1218,10.3354,0.6114,-0.0431,0.0288,0.024,walk,0
2026-08-20T10:00:04Z,KU_HAR-SUBJ-01,0.0083,9.9308,0.5441,0.0422,0.0868,0.0492,walk,0
2026-08-20T10:00:05Z,KU_HAR-SUBJ-01,0.3888,10.274,0.8436,-0.059,-0.0002,0.0598,walk,0
2026-08-20T10:00:06Z,KU_HAR-SUBJ-01,0.1648,10.0531,1.3355,-0.0124,0.0569,0.0691,walk,0
2026-08-20T10:00:07Z,KU_HAR-SUBJ-01,0.4108,8.9213,0.6164,-0.0236,-0.0651,0.0252,walk,0
2026-08-20T10:00:08Z,KU_HAR-SUBJ-01,-0.1252,9.9285,0.3874,0.0396,-0.0096,-0.0291,walk,0
2026-08-20T10:00:09Z,KU_HAR-SUBJ-01,-0.4176,10.351,0.0879,0.0308,0.0559,0.0586,walk,0
2026-08-20T10:00:10Z,KU_HAR-SUBJ-01,0.7021,10.1182,0.3811,-0.0186,0.0933,-0.0693,walk,0
2026-08-20T10:00:11Z,KU_HAR-SUBJ-01,-0.315,9.2381,0.4793,0.0151,0.0664,0.0675,walk,0
2026-08-20T10:00:12Z,KU_HAR-SUBJ-01,-0.0767,9.01,0.0454,0.0416,0.0076,-0.0015,walk,0
2026-08-20T10:00:13Z,KU_HAR-SUBJ-01,0.2455,9.2863,0.5499,-0.0463,-0.0234,0.0907,walk,0
2026-08-20T10:00:14Z,KU_HAR-SUBJ-01,0.7739,9.7207,0.5358,-0.0129,-0.0291,-0.0504,walk,0
2026-08-20T10:00:15Z,KU_HAR-SUBJ-01,0.2129,9.9823,0.9354,0.081,0.0622,0.0405,walk,0
2026-08-20T10:00:16Z,KU_HAR-SUBJ-01,-0.0286,10.1784,1.306,-0.0079,-0.0071,-0.0389,walk,0
2026-08-20T10:00:17Z,KU_HAR-SUBJ-01,-0.091,9.6153,-0.2452,0.0434,0.1169,0.0288,walk,0
2026-08-20T10:00:18Z,KU_HAR-SUBJ-01,0.5577,9.0706,0.009,0.0278,0.0831,0.0053,walk,0
2026-08-20T10:00:19Z,KU_HAR-SUBJ-01,0.4012,9.6252,0.3856,0.0265,0.0755,-0.0296,walk,0
2026-08-20T10:00:00Z,KU_HAR-SUBJ-01,0.5147,10.6773,0.8686,0.0401,0.0847,-0.0647,run,0
2026-08-20T10:00:01Z,KU_HAR-SUBJ-01,-0.0045,10.7898,1.1263,0.0308,0.0692,-0.0438,run,0
2026-08-20T10:00:02Z,KU_HAR-SUBJ-01,0.2361,9.7543,0.9157,0.0475,0.0122,0.0001,run,0
2026-08-20T10:00:03Z,KU_HAR-SUBJ-01,0.3452,9.3718,1.3899,-0.0423,0.1763,0.0473,run,0
2026-08-20T10:00:04Z,KU_HAR-SUBJ-01,-0.0878,9.8049,0.9397,0.0139,0.0586,0.0547,run,0
2026-08-20T10:00:05Z,KU_HAR-SUBJ-01,0.3066,9.8598,0.0793,0.0719,0.0545,-0.0773,run,0
2026-08-20T10:00:06Z,KU_HAR-SUBJ-01,0.1183,10.4671,0.3996,0.0389,-0.0161,-0.0613,run,0
2026-08-20T10:00:07Z,KU_HAR-SUBJ-01,0.5037,8.5157,0.8595,-0.0199,-0.0295,-0.0212,run,0
2026-08-20T10:00:08Z,KU_HAR-SUBJ-01,-0.159,9.9999,0.2232,0.102,-0.0038,0.0201,run,0
2026-08-20T10:00:09Z,KU_HAR-SUBJ-01,0.6297,10.3352,0.5669,0.0444,0.0097,0.0305,run,0
2026-08-20T10:00:10Z,KU_HAR-SUBJ-01,-0.0677,10.0551,0.4408,0.0591,-0.028,0.0493,run,0
2026-08-20T10:00:11Z,KU_HAR-SUBJ-01,0.3216,9.3972,0.3876,-0.0078,-0.0288,0.0505,run,0
2026-08-20T10:00:12Z,KU_HAR-SUBJ-01,-0.4637,9.9393,0.0664,0.0618,0.0732,0.0181,run,0
2026-08-20T10:00:13Z,KU_HAR-SUBJ-01,0.8557,9.9686,0.4317,0.0802,0.1221,-0.0565,run,0
2026-08-20T10:00:14Z,KU_HAR-SUBJ-01,0.1153,10.2201,-0.021,0.0886,0.0297,-0.134,run,0
2026-08-20T10:00:15Z,KU_HAR-SUBJ-01,0.3204,9.9887,0.9228,0.0639,0.1202,0.0845,run,0
2026-08-20T10:00:16Z,KU_HAR-SUBJ-01,0.6188,9.7402,0.4413,0.1069,0.0224,-0.0097,run,0
2026-08-20T10:00:17Z,KU_HAR-SUBJ-01,0.5035,9.9142,0.7736,-0.0614,-0.0181,-0.0773,run,0
2026-08-20T10:00:18Z,KU_HAR-SUBJ-01,-0.5902,9.6774,0.1512,0.0343,-0.0548,0.0556,run,0
2026-08-20T10:00:19Z,KU_HAR-SUBJ-01,0.7422,8.6662,0.058,0.0677,-0.0121,-0.0698,run,0
2026-08-20T10:00:00Z,KU_HAR-SUBJ-01,0.489,9.5546,0.1934,-0.0101,0.0105,-0.0228,sit,0
2026-08-20T10:00:01Z,KU_HAR-SUBJ-01,-0.018,9.8211,0.7497,-0.0745,0.1083,0.0548,sit,0
2026-08-20T10:00:02Z,KU_HAR-SUBJ-01,0.4531,10.0267,0.1373,-0.0157,0.0321,0.0634,sit,0
2026-08-20T10:00:03Z,KU_HAR-SUBJ-01,-0.5651,8.9848,-0.091,0.1161,0.1106,0.0537,sit,0
2026-08-20T10:00:04Z,KU_HAR-SUBJ-01,0.2619,10.3413,0.0863,-0.0381,-0.006,-0.0369,sit,0
2026-08-20T10:00:05Z,KU_HAR-SUBJ-01,0.0386,9.5149,0.4256,-0.002,0.0839,-0.014,sit,0
2026-08-20T10:00:06Z,KU_HAR-SUBJ-01,0.4176,9.9719,0.2793,0.0319,0.0012,-0.0157,sit,0
2026-08-20T10:00:07Z,KU_HAR-SUBJ-01,0.0823,9.4821,0.3056,-0.0193,-0.0332,-0.0136,sit,0
2026-08-20T10:00:08Z,KU_HAR-SUBJ-01,0.5126,9.3849,0.3159,0.0023,0.0922,-0.051,sit,0
2026-08-20T10:00:09Z,KU_HAR-SUBJ-01,0.2539,10.2745,0.6732,0.0044,0.0484,0.0797,sit,0
2026-08-20T10:00:10Z,KU_HAR-SUBJ-01,-0.3184,9.1229,0.818,0.0946,0.0784,-0.0842,sit,0
2026-08-20T10:00:11Z,KU_HAR-SUBJ-01,-0.1623,10.2004,0.5259,0.0332,0.0179,0.0057,sit,0
2026-08-20T10:00:12Z,KU_HAR-SUBJ-01,0.1243,9.7354,0.4234,0.0976,0.0392,-0.0455,sit,0
2026-08-20T10:00:13Z,KU_HAR-SUBJ-01,-0.2412,9.3855,-0.2475,0.0427,0.0422,-0.0325,sit,0
2026-08-20T10:00:14Z,KU_HAR-SUBJ-01,-0.088,10.2697,0.1789,0.1262,-0.0965,-0.0711,sit,0
2026-08-20T10:00:15Z,KU_HAR-SUBJ-01,0.1296,9.0237,0.5754,0.0241,-0.0242,-0.0552,sit,0
2026-08-20T10:00:16Z,KU_HAR-SUBJ-01,-0.2569,9.9445,0.9368,0.035,0.0244,0.067,sit,0
2026-08-20T10:00:17Z,KU_HAR-SUBJ-01,0.0399,10.0131,0.8857,0.0586,0.0424,-0.0311,sit,0
2026-08-20T10:00:18Z,KU_HAR-SUBJ-01,0.0828,9.4077,-0.3275,0.0417,0.0378,-0.0808,sit,0
2026-08-20T10:00:19Z,KU_HAR-SUBJ-01,0.3921,9.6292,-0.424,-0.0217,0.0662,-0.0847,sit,0
2026-08-20T10:00:00Z,KU_HAR-SUBJ-01,-0.6834,9.2391,0.0926,0.0271,-0.0167,-0.0075,stand,0
2026-08-20T10:00:01Z,KU_HAR-SUBJ-01,0.5167,9.6731,0.5482,-0.0088,0.104,0.0193,stand,0
2026-08-20T10:00:02Z,KU_HAR-SUBJ-01,0.2598,9.3289,0.3516,0.0211,-0.0002,-0.0344,stand,0
2026-08-20T10:00:03Z,KU_HAR-SUBJ-01,0.4975,8.965,0.4779,-0.0178,0.0278,-0.0113,stand,0
2026-08-20T10:00:04Z,KU_HAR-SUBJ-01,0.2534,10.7283,-0.2651,-0.0577,0.1086,-0.0254,stand,0
2026-08-20T10:00:05Z,KU_HAR-SUBJ-01,0.089,9.7346,0.7635,0.0613,0.0499,-0.0451,stand,0
2026-08-20T10:00:06Z,KU_HAR-SUBJ-01,0.0077,8.6689,-0.0566,-0.0176,0.0357,0.03,stand,0
2026-08-20T10:00:07Z,KU_HAR-SUBJ-01,0.5616,9.3447,-0.2275,-0.0117,0.0234,0.0378,stand,0
2026-08-20T10:00:08Z,KU_HAR-SUBJ-01,0.2677,9.4456,0.7635,0.0886,0.0427,0.0846,stand,0
2026-08-20T10:00:09Z,KU_HAR-SUBJ-01,0.5047,9.7333,0.4177,-0.0047,0.0541,-0.0473,stand,0
2026-08-20T10:00:10Z,KU_HAR-SUBJ-01,0.3382,10.0723,0.806,0.0027,0.0494,-0.0195,stand,0
2026-08-20T10:00:11Z,KU_HAR-SUBJ-01,0.0867,9.5855,-0.045,0.0218,0.0393,-0.0209,stand,0
2026-08-20T10:00:12Z,KU_HAR-SUBJ-01,-0.001,9.7189,0.2021,0.0177,0.0482,0.0507,stand,0
2026-08-20T10:00:13Z,KU_HAR-SUBJ-01,0.9264,9.8123,0.4204,0.0288,0.095,0.1357,stand,0
2026-08-20T10:00:14Z,KU_HAR-SUBJ-01,0.3634,9.71,-0.0759,0.0089,0.0177,-0.0647,stand,0
2026-08-20T10:00:15Z,KU_HAR-SUBJ-01,-0.2067,9.6593,0.481,-0.0139,-0.0159,0.0162,stand,0
2026-08-20T10:00:16Z,KU_HAR-SUBJ-01,0.5146,9.6936,0.7346,0.0431,-0.0034,0.024,stand,0
2026-08-20T10:00:17Z,KU_HAR-SUBJ-01,0.4882,9.6289,0.379,0.1644,0.0072,0.0009,stand,0
2026-08-20T10:00:18Z,KU_HAR-SUBJ-01,0.5999,9.7262,0.4525,0.0254,0.0049,-0.0147,stand,0
2026-08-20T10:00:19Z,KU_HAR-SUBJ-01,0.1976,9.647,0.2433,-0.0092,0.0325,0.0437,stand,0
2026-08-20T10:00:00Z,KU_HAR-SUBJ-01,0.0453,10.018,0.1052,-0.0064,0.1215,-0.0249,stair_up,0
2026-08-20T10:00:01Z,KU_HAR-SUBJ-01,-0.1907,10.0664,0.264,0.0703,0.0225,-0.0012,stair_up,0
2026-08-20T10:00:02Z,KU_HAR-SUBJ-01,0.1459,10.0255,0.6836,0.0113,0.0787,-0.0034,stair_up,0
2026-08-20T10:00:03Z,KU_HAR-SUBJ-01,-0.0576,9.8752,0.0517,0.0232,0.0072,-0.0943,stair_up,0
2026-08-20T10:00:04Z,KU_HAR-SUBJ-01,0.2326,9.4377,0.3615,0.0311,0.0578,-0.0506,stair_up,0
2026-08-20T10:00:05Z,KU_HAR-SUBJ-01,0.3456,11.242,0.9846,-0.0045,0.006,0.0169,stair_up,0
2026-08-20T10:00:06Z,KU_HAR-SUBJ-01,0.5124,9.6351,0.5655,-0.054,0.0266,0.0545,stair_up,0
2026-08-20T10:00:07Z,KU_HAR-SUBJ-01,0.4874,9.5892,0.1432,0.031,0.0607,-0.1122,stair_up,0
2026-08-20T10:00:08Z,KU_HAR-SUBJ-01,-0.0061,9.4192,0.6425,0.0181,0.1493,0.0162,stair_up,0
2026-08-20T10:00:09Z,KU_HAR-SUBJ-01,-0.5666,9.4298,0.4113,0.0382,0.0745,-0.0755,stair_up,0
2026-08-20T10:00:10Z,KU_HAR-SUBJ-01,-0.3311,10.2363,0.3014,-0.001,0.055,-0.0154,stair_up,0
2026-08-20T10:00:11Z,KU_HAR-SUBJ-01,0.0715,10.1873,0.7395,0.077,0.0203,0.0741,stair_up,0
2026-08-20T10:00:12Z,KU_HAR-SUBJ-01,-0.1144,9.5831,0.603,-0.0324,-0.011,0.0421,stair_up,0
2026-08-20T10:00:13Z,KU_HAR-SUBJ-01,-0.0144,9.8993,-0.1392,-0.0168,0.1184,0.0454,stair_up,0
2026-08-20T10:00:14Z,KU_HAR-SUBJ-01,0.0323,9.3103,0.3422,0.047,0.0151,-0.0509,stair_up,0
2026-08-20T10:00:15Z,KU_HAR-SUBJ-01,0.4981,11.0282,-0.0557,0.0604,0.0976,-0.0179,stair_up,0
2026-08-20T10:00:16Z,KU_HAR-SUBJ-01,0.0857,9.9641,-0.1831,-0.0194,-0.0221,-0.0192,stair_up,0
2026-08-20T10:00:17Z,KU_HAR-SUBJ-01,0.456,10.2389,1.1195,-0.0439,0.1055,-0.0683,stair_up,0
2026-08-20T10:00:18Z,KU_HAR-SUBJ-01,0.3804,9.7393,0.9036,-0.01,0.0422,0.0235,stair_up,0
2026-08-20T10:00:19Z,KU_HAR-SUBJ-01,0.2226,9.56,0.7831,0.0142,-0.0041,-0.0685,stair_up,0
2026-08-20T10:00:00Z,KU_HAR-SUBJ-01,0.185,9.4218,0.2349,0.0569,-0.0806,-0.1134,stair_down,0
2026-08-20T10:00:01Z,KU_HAR-SUBJ-01,0.1302,9.7722,-0.295,0.0645,0.0799,0.0665,stair_down,0
2026-08-20T10:00:02Z,KU_HAR-SUBJ-01,-0.0439,9.4209,0.7732,0.0498,0.1142,0.0704,stair_down,0
2026-08-20T10:00:03Z,KU_HAR-SUBJ-01,-0.6562,10.7467,-0.0692,0.1234,0.0307,0.0766,stair_down,0
2026-08-20T10:00:04Z,KU_HAR-SUBJ-01,-0.316,9.3419,-0.1488,0.0444,-0.002,-0.0128,stair_down,0
2026-08-20T10:00:05Z,KU_HAR-SUBJ-01,0.505,10.262,0.9166,-0.0471,0.0163,0.0329,stair_down,0
2026-08-20T10:00:06Z,KU_HAR-SUBJ-01,0.0138,8.9324,0.1761,-0.0162,-0.0253,-0.0558,stair_down,0
2026-08-20T10:00:07Z,KU_HAR-SUBJ-01,0.5999,9.062,0.621,0.0333,0.0221,-0.0584,stair_down,0
2026-08-20T10:00:08Z,KU_HAR-SUBJ-01,-0.464,10.3151,0.3519,0.0076,0.0304,-0.0657,stair_down,0
2026-08-20T10:00:09Z,KU_HAR-SUBJ-01,0.0397,10.7236,1.3077,-0.0201,0.0213,-0.0941,stair_down,0
2026-08-20T10:00:10Z,KU_HAR-SUBJ-01,-0.1442,10.5216,0.5691,-0.0023,0.0627,0.0564,stair_down,0
2026-08-20T10:00:11Z,KU_HAR-SUBJ-01,0.0309,9.7638,0.2014,-0.0112,0.0126,-0.0336,stair_down,0
2026-08-20T10:00:12Z,KU_HAR-SUBJ-01,0.306,9.8963,-0.1208,-0.0092,0.0694,-0.0065,stair_down,0
2026-08-20T10:00:13Z,KU_HAR-SUBJ-01,0.1539,9.7354,-0.0193,0.1226,0.0097,0.0719,stair_down,0
2026-08-20T10:00:14Z,KU_HAR-SUBJ-01,0.1097,10.2499,0.1839,0.0106,0.0942,0.0053,stair_down,0
2026-08-20T10:00:15Z,KU_HAR-SUBJ-01,0.0023,10.5129,0.9141,0.1299,0.0319,0.018,stair_down,0
2026-08-20T10:00:16Z,KU_HAR-SUBJ-01,-0.159,11.0245,-0.0559,0.0007,0.0444,-0.0599,stair_down,0
2026-08-20T10:00:17Z,KU_HAR-SUBJ-01,0.4359,9.7658,0.3346,0.096,0.0237,-0.0825,stair_down,0
2026-08-20T10:00:18Z,KU_HAR-SUBJ-01,0.1624,9.8597,1.127,0.0007,0.0283,0.1175,stair_down,0
2026-08-20T10:00:19Z,KU_HAR-SUBJ-01,0.1369,9.5857,0.3631,0.0886,0.033,-0.0789,stair_down,0
2026-08-20T10:00:00Z,KU_HAR-SUBJ-02,0.4214,10.3787,-0.2508,-0.0536,0.0673,0.0659,walk,0
2026-08-20T10:00:01Z,KU_HAR-SUBJ-02,0.01,10.8354,0.5982,0.0358,-0.0072,-0.0009,walk,0
2026-08-20T10:00:02Z,KU_HAR-SUBJ-02,0.329,9.6166,0.0869,0.0371,0.0349,0.0078,walk,0
2026-08-20T10:00:03Z,KU_HAR-SUBJ-02,0.2905,9.7526,0.5411,0.0153,0.0629,-0.0065,walk,0
2026-08-20T10:00:04Z,KU_HAR-SUBJ-02,0.0485,9.9755,0.1162,-0.0497,0.1109,0.0001,walk,0
2026-08-20T10:00:05Z,KU_HAR-SUBJ-02,-0.1591,10.0959,0.1253,-0.0633,0.0372,-0.0025,walk,0
2026-08-20T10:00:06Z,KU_HAR-SUBJ-02,0.1337,10.3892,-0.2099,0.1232,0.0736,0.0262,walk,0
2026-08-20T10:00:07Z,KU_HAR-SUBJ-02,0.274,9.7903,-0.0065,0.019,-0.0256,-0.0415,walk,0
2026-08-20T10:00:08Z,KU_HAR-SUBJ-02,0.0374,9.7521,0.2766,-0.0783,0.0472,-0.0334,walk,0
2026-08-20T10:00:09Z,KU_HAR-SUBJ-02,0.6874,10.9547,-0.0644,-0.0299,-0.0332,0.0159,walk,0
2026-08-20T10:00:10Z,KU_HAR-SUBJ-02,0.1964,9.9987,0.0205,-0.0187,0.0856,0.0143,walk,0
2026-08-20T10:00:11Z,KU_HAR-SUBJ-02,-0.2847,10.9457,-0.2653,0.0284,0.0037,-0.0056,walk,0
2026-08-20T10:00:12Z,KU_HAR-SUBJ-02,0.4637,10.1283,-0.0062,0.1219,0.0845,-0.0092,walk,0
2026-08-20T10:00:13Z,KU_HAR-SUBJ-02,0.2945,10.4448,0.4682,0.0898,0.0584,-0.0884,walk,0
2026-08-20T10:00:14Z,KU_HAR-SUBJ-02,-0.0396,9.361,0.3243,-0.0237,0.0339,-0.0839,walk,0
2026-08-20T10:00:15Z,KU_HAR-SUBJ-02,0.4077,9.2551,1.1663,0.0507,0.0078,-0.0725,walk,0
2026-08-20T10:00:16Z,KU_HAR-SUBJ-02,0.686,9.2407,-0.0631,-0.0065,-0.0153,-0.0673,walk,0
2026-08-20T10:00:17Z,KU_HAR-SUBJ-02,0.2272,10.7026,0.6443,0.0641,0.0369,-0.1141,walk,0
2026-08-20T10:00:18Z,KU_HAR-SUBJ-02,0.1977,10.1359,0.5386,-0.0366,0.0987,-0.1089,walk,0
2026-08-20T10:00:19Z,KU_HAR-SUBJ-02,0.0539,10.1975,0.3559,0.0364,0.0519,-0.0281,walk,0
2026-08-20T10:00:00Z,KU_HAR-SUBJ-02,-0.0615,9.9399,1.3357,0.0696,0.061,-0.0188,run,0
2026-08-20T10:00:01Z,KU_HAR-SUBJ-02,-0.2317,9.6836,0.7666,0.0738,0.0712,0.0502,run,0
2026-08-20T10:00:02Z,KU_HAR-SUBJ-02,-0.1754,9.9183,0.8142,0.077,-0.0413,0.0303,run,0
2026-08-20T10:00:03Z,KU_HAR-SUBJ-02,0.5249,10.093,0.9982,-0.0007,0.0814,0.09,run,0
2026-08-20T10:00:04Z,KU_HAR-SUBJ-02,0.7236,10.4608,0.7983,0.004,0.0175,-0.0004,run,0
2026-08-20T10:00:05Z,KU_HAR-SUBJ-02,-0.3046,9.0724,0.2154,0.125,0.0485,-0.0051,run,0
2026-08-20T10:00:06Z,KU_HAR-SUBJ-02,0.2166,9.3313,0.4999,0.05,0.0326,0.0226,run,0
2026-08-20T10:00:07Z,KU_HAR-SUBJ-02,-0.266,9.4617,0.888,-0.0519,-0.0285,0.015,run,0
2026-08-20T10:00:08Z,KU_HAR-SUBJ-02,0.3621,9.9472,0.8722,0.0101,0.0606,0.0601,run,0
2026-08-20T10:00:09Z,KU_HAR-SUBJ-02,0.4765,9.273,0.201,0.0309,0.0647,-0.0705,run,0
2026-08-20T10:00:10Z,KU_HAR-SUBJ-02,-0.1331,10.4679,0.3624,0.0414,0.0856,0.0125,run,0
2026-08-20T10:00:11Z,KU_HAR-SUBJ-02,0.1742,10.1409,0.2244,-0.0057,0.1102,-0.0909,run,0
2026-08-20T10:00:12Z,KU_HAR-SUBJ-02,0.0509,9.3341,0.5315,-0.0862,0.1283,-0.006,run,0
2026-08-20T10:00:13Z,KU_HAR-SUBJ-02,-0.1108,10.184,0.7437,0.002,-0.0398,-0.0726,run,0
2026-08-20T10:00:14Z,KU_HAR-SUBJ-02,0.3154,10.2216,0.1121,0.077,-0.0023,-0.0971,run,0
2026-08-20T10:00:15Z,KU_HAR-SUBJ-02,0.4178,9.4208,0.3968,0.0311,0.0736,0.0213,run,0
2026-08-20T10:00:16Z,KU_HAR-SUBJ-02,0.1943,11.2967,-0.117,-0.0019,0.0282,-0.0515,run,0
2026-08-20T10:00:17Z,KU_HAR-SUBJ-02,0.1823,9.4545,0.5454,0.0158,-0.0112,-0.1137,run,0
2026-08-20T10:00:18Z,KU_HAR-SUBJ-02,-0.1436,9.8364,0.999,0.1114,0.011,-0.0965,run,0
2026-08-20T10:00:19Z,KU_HAR-SUBJ-02,-0.0387,9.6127,0.4342,0.0367,0.0021,-0.0406,run,0
2026-08-20T10:00:00Z,KU_HAR-SUBJ-02,0.5465,9.2459,0.7194,0.0163,0.0994,0.0282,sit,0
2026-08-20T10:00:01Z,KU_HAR-SUBJ-02,-0.1838,10.7637,0.3081,-0.0114,0.127,-0.0662,sit,0
2026-08-20T10:00:02Z,KU_HAR-SUBJ-02,0.6069,10.3206,1.011,0.0332,0.0205,-0.097,sit,0
2026-08-20T10:00:03Z,KU_HAR-SUBJ-02,0.5424,10.2521,-0.1223,-0.0042,-0.0088,-0.0451,sit,0
2026-08-20T10:00:04Z,KU_HAR-SUBJ-02,0.2359,9.3031,-0.1938,0.0347,-0.0119,-0.0642,sit,0
2026-08-20T10:00:05Z,KU_HAR-SUBJ-02,0.1996,9.47,1.1313,-0.027,0.0869,-0.0287,sit,0
2026-08-20T10:00:06Z,KU_HAR-SUBJ-02,0.4274,9.4429,0.3121,0.1109,0.0019,0.1009,sit,0
2026-08-20T10:00:07Z,KU_HAR-SUBJ-02,0.5991,10.8583,1.0718,0.0094,0.0062,-0.0347,sit,0
