Timestamp,SubjectID,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,ActivityLabel,IsFallEvent
2026-08-20T10:00:00Z,MotionSense-SUBJ-01,-0.3752,10.8044,0.5225,-0.0158,0.002,0.0466,walking,0
2026-08-20T10:00:01Z,MotionSense-SUBJ-01,-0.0301,9.6587,0.5509,0.0247,-0.0524,0.0129,walking,0
2026-08-20T10:00:02Z,MotionSense-SUBJ-01,-0.0465,9.6518,0.9729,0.0363,0.0739,0.038,walking,0
2026-08-20T10:00:03Z,MotionSense-SUBJ-01,0.7901,9.4788,0.7596,0.0331,0.0268,-0.0261,walking,0
2026-08-20T10:00:04Z,MotionSense-SUBJ-01,0.1084,9.0847,0.3007,0.0282,0.0786,0.043,walking,0
2026-08-20T10:00:05Z,MotionSense-SUBJ-01,0.5337,9.898,-0.109,0.0174,0.0157,-0.0726,walking,0
2026-08-20T10:00:06Z,MotionSense-SUBJ-01,0.3953,8.7331,0.2768,0.016,0.1869,0.0234,walking,0
2026-08-20T10:00:07Z,MotionSense-SUBJ-01,0.4453,10.078,-0.1776,0.0719,-0.0215,-0.0557,walking,0
2026-08-20T10:00:08Z,MotionSense-SUBJ-01,-0.4188,10.0904,0.032,0.0153,0.0732,-0.0035,walking,0
2026-08-20T10:00:09Z,MotionSense-SUBJ-01,0.652,10.1238,0.1048,-0.0452,0.0121,-0.0167,walking,0
2026-08-20T10:00:10Z,MotionSense-SUBJ-01,0.2349,10.778,0.1154,0.0405,0.1078,-0.0635,walking,0
2026-08-20T10:00:11Z,MotionSense-SUBJ-01,-0.4367,10.5807,0.0938,0.0169,-0.0123,0.0136,walking,0
2026-08-20T10:00:12Z,MotionSense-SUBJ-01,-0.0315,9.0121,0.0627,0.0332,-0.0108,0.0395,walking,0
2026-08-20T10:00:13Z,MotionSense-SUBJ-01,0.5815,9.4654,1.0305,0.1151,0.0824,-0.0521,walking,0
2026-08-20T10:00:14Z,MotionSense-SUBJ-01,0.1374,10.4374,0.4267,-0.0123,0.1152,0.0738,walking,0
2026-08-20T10:00:15Z,MotionSense-SUBJ-01,0.6494,10.1304,0.2061,-0.0256,0.0612,-0.0257,walking,0
2026-08-20T10:00:16Z,MotionSense-SUBJ-01,-0.3135,10.0977,0.3607,-0.0442,0.059,-0.0918,walking,0
2026-08-20T10:00:17Z,MotionSense-SUBJ-01,-0.1238,9.7755,0.0563,-0.0021,0.0813,0.044,walking,0
2026-08-20T10:00:18Z,MotionSense-SUBJ-01,0.1713,9.6213,0.4934,0.0515,-0.0149,0.0539,walking,0
2026-08-20T10:00:19Z,MotionSense-SUBJ-01,-0.0685,9.2362,0.9462,0.081,0.0138,-0.0042,walking,0
2026-08-20T10:00:00Z,MotionSense-SUBJ-01,0.124,10.19,-0.2746,0.0187,-0.0305,0.0046,jogging,0
2026-08-20T10:00:01Z,MotionSense-SUBJ-01,0.153,9.0189,0.9088,0.0419,0.0861,0.0669,jogging,0
2026-08-20T10:00:02Z,MotionSense-SUBJ-01,0.7137,10.2667,0.6752,0.0861,-0.0722,0.0413,jogging,0
2026-08-20T10:00:03Z,MotionSense-SUBJ-01,-0.0658,10.2536,-0.1591,0.0159,0.0288,-0.0252,jogging,0
2026-08-20T10:00:04Z,MotionSense-SUBJ-01,0.3495,9.4249,-0.1012,0.0964,0.0818,-0.0695,jogging,0
2026-08-20T10:00:05Z,MotionSense-SUBJ-01,0.1911,10.144,0.6263,0.0282,0.0442,-0.0129,jogging,0
2026-08-20T10:00:06Z,MotionSense-SUBJ-01,0.0994,9.7826,0.5108,0.0492,0.0772,-0.0499,jogging,0
2026-08-20T10:00:07Z,MotionSense-SUBJ-01,0.7159,9.8413,0.6132,0.0794,-0.0105,0.0059,jogging,0
2026-08-20T10:00:08Z,MotionSense-SUBJ-01,-0.4588,9.9,1.0071,0.0071,-0.0375,-0.008,jogging,0
